mode,context,question,code,eig
vision,5,Is the ship located at D4 the purple battleship?,(isSubset (set D-4) (coloredTiles Purple)),0
vision,5,Is the purple ship positioned horizontally?,(== (orient Purple) H),0
vision,5,Is the purple ship located horizontally with one of its sections at B1?,(and (== (orient Purple) H) (isSubset (set B-1) (coloredTiles Purple))),0.957125
vision,5,Is the purple ship located horizontally on the grid?,(== (orient Purple) H),0
vision,5,Is the ship located at B1 horizontally oriented?,(== (orient (color B-1)) H),0
vision,5,Is the purple ship located horizontally on the board?,(== (orient Purple) H),0
vision,5,Is the purple ship located vertically at A2 and A3?,(and (== (orient Purple) V) (isSubset (set A-2 A-3) (coloredTiles Purple))),0
vision,5,Is the purple ship located at B1 vertical?,(and (isSubset (set B-1) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,5,Is the purple ship located vertically starting from B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the purple battleship located horizontally on row 1?,(and (== (orient Purple) H) (== (rowL (topleft (coloredTiles Purple))) 1)),0
vision,5,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,5,Is the purple ship located vertically starting at B1?,(and (== (orient Purple) V) (== (topleft (coloredTiles Purple)) B-1)),0
vision,5,Is targeting cell B1 likely to be a hit?,(not (== (color B-1) Water)),0.940813
vision,5,Is the purple ship positioned horizontally on the board?,(== (orient Purple) H),0
vision,5,Is the purple ship located at B1 horizontal?,(isSubset (set B-1) (coloredTiles Purple)) (== (orient Purple) H),0
vision,5,Is the purple ship located vertically on the B column?,(and (== (orient Purple) V) (contains (map colL (coloredTiles Purple)) B)),0
vision,5,Is the purple ship located horizontally on row 1?,(and (== (orient Purple) H) (== (rowL (topleft (coloredTiles Purple))) 1)),0
vision,5,Is the ship represented by the purple tile positioned horizontally?,(== (orient Purple) H),0
vision,5,Is the ship located at B1 oriented horizontally?,(== (orient (color B-1)) H),0
vision,5,Is the ship located at B1 purple?,(== (color B-1) Purple),0.957125
vision,5,Is the ship located at B1 the purple battleship?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the ship that occupies squares D3 and D4 the purple battleship?,(isSubset (set D-3 D-4) (coloredTiles Purple)),0
vision,5,Is there a segment of the purple battleship at B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the ship located at B1 vertical?,(== (orient (color B-1)) V),0
vision,5,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,5,Is the battleship that the purple tile at B1 belongs to oriented vertically?,(== (orient (color B-1)) V),0
vision,5,Is the ship located at D3 vertical?,(== (orient (color D-3)) V),0
vision,5,Is the hidden cell at B1 part of the purple battleship?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the purple ship located at B1 oriented horizontally?,(and (isSubset (set B-1) (coloredTiles Purple)) (== (orient Purple) H)),0.957125
vision,5,Is the purple ship located at A1 vertically oriented?,(and (isSubset (set A-1) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,5,Is the ship represented by the purple tile located vertically?,(== (orient Purple) V),0
vision,5,Is there a part of the purple battleship on B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the ship located at B1 a purple battleship?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the purple ship positioned horizontally on row 1?,(and (== (orient Purple) H) (== (rowL (topleft (coloredTiles Purple))) 1)),0
vision,5,Is the purple ship located horizontally with its other section at A1?,(and (== (orient Purple) H) (isSubset (set A-1) (coloredTiles Purple))),0.804995
vision,5,Is there a part of the purple battleship on B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the ship located at B3 part of the purple battleship?,(isSubset (set B-3) (coloredTiles Purple)),0
vision,5,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,5,Is the purple ship located vertically on column A?,(and (== (orient Purple) V) (isSubset (set A) (coloredTiles Purple))),0
vision,5,Is the ship located at D3 purple?,(== (color D-3) Purple),0
vision,5,Is the segment of the blue ship located on C4 vertical?,(== (orient Blue) V),0
vision,5,Is the purple ship located horizontally on the board?,(== (orient Purple) H),0
vision,5,Is there a part of the blue battleship in cell E4?,(isSubset (set E-4) (coloredTiles Blue)),0
vision,5,Is the ship located at B1 vertical?,(== (orient (color B-1)) V),0
vision,5,Is the ship located at C3 horizontally aligned?,(== (orient (color C-3)) H),0
vision,5,Is the ship located at C3 purple?,(== (color C-3) Purple),0
vision,5,Is the ship located at B1 a purple ship?,(== (color B-1) Purple),0.957125
vision,5,Is the purple ship located at B1 horizontal?,(and (isSubset (set B-1) (coloredTiles Purple)) (== (orient Purple) H)),0.957125
vision,5,Is the ship located at C5 part of the purple battleship?,(isSubset (set C-5) (coloredTiles Purple)),0
vision,5,Is the purple ship located vertically on column B?,(and (== (orient Purple) V) (not (== (colL (topleft (coloredTiles Purple))) B))),0
vision,5,Is the ship located at B1 vertically oriented?,(== (orient (color B-1)) V),0
vision,5,Is there a part of the purple ship in cell B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the purple ship located at A2 vertically aligned?,(isSubset (set A-2) (coloredTiles Purple) (== (orient Purple) V)),0
vision,5,Is the purple ship located at C1 vertical?,(and (== (orient Purple) V) (isSubset (set C-1) (coloredTiles Purple))),0
vision,5,Is there a part of the purple battleship on tile B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the ship segment located at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0
vision,5,Is the purple ship vertical?,(== (orient Purple) V),0
vision,5,Is the ship located at B1 a purple battleship?,(== (color B-1) Purple),0.957125
vision,5,Is the ship located at B1 a purple ship?,(== (color B-1) Purple),0.957125
vision,5,Is the purple ship located in B3?,(isSubset (set B-3) (coloredTiles Purple)),0
vision,5,Is there a part of the purple battleship in cell B1?,(isSubset (set B-1) (coloredTiles Purple)),0.957125
vision,5,Is the purple ship oriented horizontally?,(== (orient Purple) H),0
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the battleship at C1 either blue or red?,(isSubset (set C-1) (setUnion (coloredTiles Blue) (coloredTiles Red))),0
ascii,6,Is the purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell in row A (A3) part of the purple battleship?,(isSubset (set A-3) (coloredTiles Purple)),0
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,"Is the hidden cell in the A row, specifically at position A3, a part of the purple battleship?",(isSubset (set A-3) (coloredTiles Purple)),0
ascii,6,Is the Purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the battleship represented by 'P' oriented horizontally at cells A1 and A2?,(isSubset (set A-1 A-2) (coloredTiles P)),0
ascii,6,Is the remaining part of the purple battleship at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the Purple Battleship placed horizontally on cells A1 and A2?,(and (== (orient Purple) H) (isSubset (set A-1 A-2) (coloredTiles Purple))),0
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,"Is the hidden cell in the A row, between the visible parts of the purple battleship, also a part of the purple battleship?",(isSubset (set A-?) (coloredTiles Purple)),0
ascii,6,Is the position C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,"Is the hidden cell in the A row, columns C and D, part of the purple battleship?",(isSubset (set A-C A-D) (coloredTiles Purple)),0
ascii,6,Is the hidden cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden section in row 1 (C1 and D1) part of the purple battleship?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Does the hidden cell at C1 belong to the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is there a part of the purple battleship at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden part of the purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the third cell in the first row (C1) part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the third cell in the first row (C1) part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the Purple Battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the rest of the purple battleship located in C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell in C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the third segment of the purple battleship located at C1?,(isSubset (set C-1) (thirdElement (coloredTiles Purple))),0
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the Purple battleship in cell C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship placed horizontally in row A?,(and (== (orient Purple) H) (== (rowL (topleft (coloredTiles Purple))) A)),0
ascii,6,Is the third part of the purple battleship at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship in the cell C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the ship in cells C1 and D1 the same as the one in cells A1 and B1?,(== (color C-1) (color A-1)),0.931807
ascii,6,Is the hidden cell in C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the third hidden cell in row 1 part of the purple battleship?,(isSubset (set 1-3) (coloredTiles Purple)),0.931807
ascii,6,Is the cell C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the battleship in cell C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the Purple Battleship positioned horizontally at coordinates A1 and A2?,(and (== (orient Purple) H) (isSubset (set A-1 A-2) (coloredTiles Purple))),0
ascii,6,Is the purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the purple battleship at position C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell in the A row part of the purple battleship?,(isSubset (set A) (coloredTiles Purple)),0
ascii,6,"Is the hidden cell in row 1, column 3 part of the purple battleship?",(isSubset (set 1-3) (coloredTiles Purple)),0.931807
ascii,6,"Is the third cell in row A, i.e., A3, a part of the purple battleship?",(isSubset (set A-3) (coloredTiles Purple)),0
ascii,6,Is the cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at position C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the remaining part of the purple battleship at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the Purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the rest of the purple battleship hidden in cells C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell in the A row (A3) part of the purple battleship?,(isSubset (set A-3) (coloredTiles Purple)),0
ascii,6,Is the third segment of the purple battleship located in C1?,(isSubset (set C-1) (nth 2 (coloredTiles Purple))),0
ascii,6,Is the rest of the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the purple battleship located at C1 and D1?,(isSubset (set C-1 D-1) (coloredTiles Purple)),0.904885
ascii,6,Is the hidden cell in the second column of the first row (B1) a part of the purple battleship?,(isSubset (set B-1) (coloredTiles Purple)),0
ascii,6,"Is the battleship in row 1, column C part of the purple battleship?",(isSubset (set 1-C) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship placed horizontally at A1 and A2?,(and (== (orient Purple) H) (isSubset (set A-1 A-2) (coloredTiles Purple))),0
ascii,6,Is the purple battleship vertically oriented at B1 and C1?,(and (== (orient Purple) V) (isSubset (set B-1 C-1) (coloredTiles Purple))),0
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 a part of the Purple Battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the third cell in the first row (C1) part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,"Is the third cell in row A (A3), part of the purple battleship?",(isSubset (set A-3) (coloredTiles Purple)),0
ascii,6,Is the purple battleship located at C1?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
ascii,6,Is the hidden cell at coordinates C1 part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0.931807
serial,6,"Is the purple ship vertical, with 1-C potentially being another purple ship tile?",(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship vertically oriented?,(== (orient Purple) V),0
serial,6,Is the purple ship in column 1 vertically aligned and longer than two tiles?,"(and (== (orient Purple) V)
     (> (size Purple) 2)
     (isSubset (set 1) (colL (coloredTiles Purple))))",0
serial,6,"Is the purple ship located at 1-A and 1-B vertical, continuing to the cell 1-C?",(isSubset (set 1-A 1-B 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship vertically aligned along the 1-column line?,(and (== (orient Purple) V) (== (colL (topleft (coloredTiles Purple))) 1)),0
serial,6,Does the purple ship extend to 1-C or 1-D?,(or (isSubset (set 1-C) (coloredTiles Purple)) (isSubset (set 1-D) (coloredTiles Purple))),0.931807
serial,6,Is the Purple Ship continuing vertically in position 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship possibly located at 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,"Is the Purple Ship oriented vertically, so that it continues at 1-C and/or 1-D?",(and (== (orient Purple) V) (or (== (color 1-C) Purple) (== (color 1-D) Purple))),0
serial,6,Is the purple ship vertically placed on the board?,(== (orient Purple) V),0
serial,6,"Is the purple ship vertically oriented, continuing at 1-C?",(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship located vertically in column 1?,(and (== (orient Purple) V) (== (colL (topleft (coloredTiles Purple))) 1)),0
serial,6,Is 1-C a part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the Purple Ship located at 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship continuing vertically down from 1-B into 1-C?,(and (== (orient Purple) V) (isSubset (set 1-B 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship in 1-A and 1-B extended in row 1-C or 2-B?,(isSubset (set 1-A 1-B) (extend (coloredTiles Purple) 1-C 2-B)),0
serial,6,Is the purple ship continuing vertically at 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,"Is the Purple Ship continuing vertically down the 1-column, meaning is 1-C a Purple Ship tile?",(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship continuing vertically at the position 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the Purple Ship extending vertically on the board?,(== (orient Purple) V),0
serial,6,Is the purple ship extending vertically on the board?,(== (orient Purple) V),0
serial,6,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,6,Is the purple ship only two tiles long?,(== (size Purple) 2),0.931807
serial,6,Is the Purple Ship located entirely in column 1?,(all (map (lambda x0 (== (colL x0) 1)) (coloredTiles Purple))),0
serial,6,Is the purple ship three tiles long?,(== (size Purple) 3),0.917003
serial,6,Is the Purple Ship contained within column 1?,(isSubset (coloredTiles Purple) (col 1)),0
serial,6,Is the purple ship extended vertically up to 1-C or 1-D?,(or (== (rowL (bottomright (coloredTiles Purple))) 1-C) (== (rowL (bottomright (coloredTiles Purple))) 1-D)),0
serial,6,Is the purple ship located horizontally?,(== (orient Purple) H),0
serial,6,Is the purple ship situated vertically in column 1?,(and (== (orient Purple) V) (== (colL (topleft (coloredTiles Purple))) 1)),0
serial,6,Does the purple ship extend to tile 1-D?,(isSubset (set 1-D) (coloredTiles Purple)),0.904885
serial,6,Is the purple ship oriented vertically?,(== (orient Purple) V),0
serial,6,Does the purple ship extend to 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship at least three tiles long?,(>= (size Purple) 3),0
serial,6,Is the purple ship vertical?,(== (orient Purple) V),0
serial,6,Is the purple ship continuing vertically on the 1-C tile?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship located at 1-A and 1-B a two-tile ship?,(isSubset (set 1-A 1-B) (coloredTiles Purple)),0
serial,6,Is the Purple Ship extending vertically from 1-A to 1-B?,(isSubset (set 1-A 1-B) (coloredTiles Purple)),0
serial,6,Is the Purple Ship oriented vertically?,(== (orient Purple) V),0
serial,6,Is the purple ship vertically oriented with its length along column 1?,(and (== (orient Purple) V) (isSubset (set 1) (colL (coloredTiles Purple)))),0
serial,6,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,6,Is the purple ship vertically aligned on the board?,(== (orient Purple) V),0
serial,6,"Based on the current board, is the purple ship placed vertically?",(== (orient Purple) V),0
serial,6,Is the purple ship located vertically at column 1?,(and (== (orient Purple) V) (== (colL (topleft (coloredTiles Purple))) 1)),0
serial,6,Is 1-C a part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship vertical in orientation?,(== (orient Purple) V),0
serial,6,Does the purple ship continue at position 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the Purple Ship located in cell 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the Purple Ship located vertically on the grid?,(== (orient Purple) V),0
serial,6,Is 1-C a continuation of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is 1-C a part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship three tiles long and oriented vertically?,(and (== (size Purple) 3) (== (orient Purple) V)),0
serial,6,Is the Purple ship larger than 2 tiles?,(> (size Purple) 2),0.931807
serial,6,Is the 'Purple Ship' continuing vertically downwards at 1-C?,(== (orient 1-C) V),0
serial,6,Is the Purple ship located in cell 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship at least three cells long?,(>= (size Purple) 3),0
serial,6,"Is the purple ship of at least 3 tiles in length, and thus extends into 1-C?",(and (>= (size Purple) 3) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the hidden tile at 1-C a continuation of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship continuing vertically in line at 1-C?,(== (orient Purple) (color 1-C)),0
serial,6,Is the Purple Ship extending vertically from 1-A and 1-B to 1-C?,(isSubset (set 1-A 1-B 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship in cells 1-A and 1-B oriented vertically on the board?,(and (== (orient Purple) V) (isSubset (set 1-A 1-B) (coloredTiles Purple))),0
serial,6,Is the purple ship in row 1 longer than two tiles?,(> (size (intersection (coloredTiles Purple) (row 1))) 2),0
serial,6,Is the Purple Ship located at 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is 1-C a part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship vertically aligned?,(== (orient Purple) V),0
serial,6,Is the purple ship larger than two tiles?,(> (size Purple) 2),0.931807
serial,6,Is the purple ship three tiles long?,(== (size Purple) 3),0.917003
serial,6,Is the purple ship extending vertically on the board?,(== (orient Purple) V),0
serial,6,"Is the purple ship three tiles long, implying that 1-C is a purple ship tile?",(and (== (size Purple) 3) (== (color 1-C) Purple)),0.917003
serial,6,Is the purple ship located at tiles 1-A and 1-B a full ship or are there more hidden parts of it?,(isSubset (set 1-A 1-B) (coloredTiles Purple)),0
serial,6,Is the Purple Ship in a vertical orientation?,(== (orient Purple) V),0
serial,6,Does the purple ship extend to tile 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship extending vertically down at cell 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship positioned vertically on the board?,(== (orient Purple) V),0
serial,6,Is the Purple Ship extending to either 1-C or 1-D tiles?,(isSubset (set 1-C 1-D) (coloredTiles Purple)),0.904885
serial,6,Is the purple ship located on tile 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship 1-C or 1-D?,(isSubset (set 1-C 1-D) (coloredTiles Purple)),0.904885
serial,6,Is the purple ship only two cells long?,(== (size Purple) 2),0.931807
serial,6,Is the purple ship occupying 1-C?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship extending vertically beyond 1-B?,(> (rowL (bottomright (coloredTiles Purple))) 1),0
serial,6,Is the purple ship vertically oriented?,(== (orient Purple) V),0
serial,6,Is the purple ship extending vertically from 1-A and 1-B?,(and (isSubset (set 1-A 1-B) (coloredTiles Purple)) (== (orient Purple) V)),0
serial,6,Is the purple ship vertically oriented?,(== (orient Purple) V),0
serial,6,Is the purple ship vertically oriented?,(== (orient Purple) V),0
serial,6,Is the purple ship oriented vertically?,(== (orient Purple) V),0
serial,6,Is the hidden tile at 1-C part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship oriented vertically?,(== (orient Purple) V),0
serial,6,Is 1-C a part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the purple ship vertical and continuing at 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship vertically aligned?,(== (orient Purple) V),0
serial,6,Is the purple ship vertically oriented?,(== (orient Purple) V),0
serial,6,Are the ships placed vertically on the board?,(any (map (lambda x0 (== (orient x0) V)) (set AllColors))),0.974025
serial,6,Is the purple ship aligned vertically?,(== (orient Purple) V),0
serial,6,Is the purple ship vertical and continuing at 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship continuing vertically at 1-C?,(and (== (orient Purple) V) (isSubset (set 1-C) (coloredTiles Purple))),0
serial,6,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,6,Is the purple ship vertical and continuing down to cell 1-D?,(and (== (orient Purple) V) (isSubset (set 1-D) (coloredTiles Purple))),0
serial,6,Is the purple ship on row 1 only two tiles long?,(and (== (size Purple) 2) (== (rowL (topleft (coloredTiles Purple))) 1)),0.931807
serial,6,Is 1-C part of the purple ship?,(isSubset (set 1-C) (coloredTiles Purple)),0.931807
serial,6,Is the Purple ship potentially longer than two tiles in length?,(> (size Purple) 2),0.931807
serial,6,Is the purple ship only two tiles long?,(== (size Purple) 2),0.931807
vision,6,Is cell B1 a hit on the purple battleship?,(isSubset (set B-1) (coloredTiles Purple)),0
